start,end,label
2017-08-24 08:25:25.593300-05:00,2017-08-24 08:25:57.025000-05:00,c
2017-08-24 08:26:00.025600-05:00,2017-08-24 08:26:06.025000-05:00,c
2017-08-24 08:26:17.825000-05:00,2017-08-24 08:28:18.482500-05:00,c
2017-08-24 08:31:40.025000-05:00,2017-08-24 08:34:13.225000-05:00,c
2017-08-24 08:34:52.425000-05:00,2017-08-24 08:35:59.025000-05:00,c
2017-08-24 08:36:10.225000-05:00,2017-08-24 08:38:13.225000-05:00,c
2017-08-24 17:34:17.374300-05:00,2017-08-24 17:43:10.036000-05:00,c
2017-08-24 17:47:04.236000-05:00,2017-08-24 17:48:11.636000-05:00,c
2017-08-24 17:48:24.036000-05:00,2017-08-24 17:51:26.148500-05:00,c
2017-08-24 17:51:33.691600-05:00,2017-08-24 17:52:36.636000-05:00,c
2017-08-24 17:53:15.938500-05:00,2017-08-24 17:54:16.836000-05:00,c
2017-08-26 08:18:39.409700-05:00,2017-08-26 08:18:51.516000-05:00,c
2017-08-26 08:18:58.716000-05:00,2017-08-26 08:19:08.798900-05:00,c
2017-08-26 08:19:13.173400-05:00,2017-08-26 08:19:30.916000-05:00,c
2017-08-26 08:19:33.945100-05:00,2017-08-26 08:19:54.316000-05:00,c
2017-08-26 08:19:59.916000-05:00,2017-08-26 08:20:07.516000-05:00,c
2017-08-26 08:20:12.445900-05:00,2017-08-26 08:21:10.394100-05:00,c
2017-08-26 11:31:15.100000-05:00,2017-08-26 11:32:50.783100-05:00,c
2017-08-26 18:06:29.600200-05:00,2017-08-26 18:10:58.200000-05:00,c
2017-08-26 18:11:23.600000-05:00,2017-08-26 18:13:32.600000-05:00,c
2017-08-26 18:13:57.400000-05:00,2017-08-26 18:14:57.600000-05:00,c
2017-08-26 18:15:24.765600-05:00,2017-08-26 18:17:53.800000-05:00,c
2017-08-26 18:18:04.800000-05:00,2017-08-26 18:18:13.200000-05:00,c
2017-08-26 18:18:33.200000-05:00,2017-08-26 18:19:00-05:00,c
2017-08-26 18:19:54.600000-05:00,2017-08-26 18:20:35.800000-05:00,c
2017-08-26 18:21:22.800000-05:00,2017-08-26 18:22:22.200000-05:00,c
2017-08-26 18:22:38.200000-05:00,2017-08-26 18:22:48.600000-05:00,c
2017-08-27 11:56:47.910600-05:00,2017-08-27 11:57:03.800000-05:00,c
2017-08-27 11:57:08.800000-05:00,2017-08-27 11:57:50.200000-05:00,c
2017-08-27 11:58:04.200000-05:00,2017-08-27 12:01:34.600000-05:00,c
2017-08-27 12:04:05.400000-05:00,2017-08-27 12:07:35.859700-05:00,c
2017-08-27 12:25:33.400000-05:00,2017-08-27 12:25:42.800000-05:00,c
2017-08-27 12:26:06.800000-05:00,2017-08-27 12:30:00-05:00,c
2017-08-27 17:04:10.717700-05:00,2017-08-27 17:04:16.400000-05:00,c
2017-08-27 17:04:20.400000-05:00,2017-08-27 17:04:26.834800-05:00,c
2017-08-27 17:07:06.600000-05:00,2017-08-27 17:10:32.973100-05:00,c
2017-08-27 17:53:09.600000-05:00,2017-08-27 17:53:19.800000-05:00,c
2017-08-27 17:53:33.400000-05:00,2017-08-27 17:57:44.575900-05:00,c
2017-08-28 18:48:57.500000-05:00,2017-08-28 18:50:34.900000-05:00,c
2017-08-28 18:50:46.500000-05:00,2017-08-28 18:52:20.568400-05:00,c
2017-08-28 19:47:38.500000-05:00,2017-08-28 19:48:40.300000-05:00,c
2017-08-28 19:48:50.700000-05:00,2017-08-28 19:49:44.100000-05:00,c
2017-08-28 19:50:05.100000-05:00,2017-08-28 19:50:49.454000-05:00,c
2017-08-28 19:50:55.900000-05:00,2017-08-28 19:51:22.100000-05:00,c
2017-08-28 19:51:27.100000-05:00,2017-08-28 19:51:32.500500-05:00,c
2017-08-28 19:51:37.700000-05:00,2017-08-28 19:53:26.498300-05:00,c
