start,end,label
2017-06-27 19:41:04.002400-05:00,2017-06-27 19:43:27.385000-05:00,c
2017-06-27 19:43:41.585000-05:00,2017-06-27 19:44:24.785000-05:00,c
2017-06-27 19:46:09.785000-05:00,2017-06-27 19:53:02.385000-05:00,c
2017-06-28 01:11:50.633900-05:00,2017-06-28 01:22:44.750300-05:00,c
2017-06-28 17:30:07.847300-05:00,2017-06-28 17:30:33.147000-05:00,c
2017-06-28 17:30:48.947000-05:00,2017-06-28 17:31:10.347000-05:00,c
2017-06-28 17:31:23.547000-05:00,2017-06-28 17:31:29.947000-05:00,c
2017-06-28 17:31:47.347000-05:00,2017-06-28 17:31:56.347000-05:00,c
2017-06-28 17:32:15.347000-05:00,2017-06-28 17:32:27.947000-05:00,c
2017-06-28 17:33:46.947000-05:00,2017-06-28 17:33:54.547000-05:00,c
2017-06-28 17:34:22.147000-05:00,2017-06-28 17:34:34.547000-05:00,c
2017-06-28 17:34:41.947000-05:00,2017-06-28 17:34:47.347000-05:00,c
2017-06-28 17:36:02.947000-05:00,2017-06-28 17:36:18.947000-05:00,c
2017-06-28 17:39:09.947000-05:00,2017-06-28 17:39:14.976100-05:00,c
2017-06-28 17:39:21.747000-05:00,2017-06-28 17:39:35.147000-05:00,c
2017-06-28 17:39:42.147000-05:00,2017-06-28 17:40:00.347000-05:00,c
2017-06-28 17:40:07.547000-05:00,2017-06-28 17:40:19.147000-05:00,c
2017-06-28 17:40:51.347000-05:00,2017-06-28 17:41:06.747000-05:00,c
2017-06-28 17:41:50.147000-05:00,2017-06-28 17:42:01.747000-05:00,c
2017-06-28 17:43:03.547000-05:00,2017-06-28 17:43:12.747000-05:00,c
2017-06-28 17:43:31.547000-05:00,2017-06-28 17:43:37.147000-05:00,c
2017-06-28 17:45:00.747000-05:00,2017-06-28 17:45:13.947000-05:00,c
2017-06-28 17:45:59.947000-05:00,2017-06-28 17:46:09.547000-05:00,c
2017-06-28 17:46:16.147000-05:00,2017-06-28 17:46:29.147000-05:00,c
2017-06-28 17:46:44.547000-05:00,2017-06-28 17:46:57.019300-05:00,c
2017-06-28 17:47:09.845100-05:00,2017-06-28 17:47:21.940200-05:00,c
2017-06-28 17:47:46.747000-05:00,2017-06-28 17:48:07.947000-05:00,c
2017-06-28 17:48:25.947000-05:00,2017-06-28 17:48:32.147000-05:00,c
2017-06-28 17:48:42.747000-05:00,2017-06-28 17:50:40.653100-05:00,c
2017-06-28 17:50:47.747000-05:00,2017-06-28 17:50:55.347000-05:00,c
2017-06-28 17:52:04.347000-05:00,2017-06-28 17:52:54.347000-05:00,c
2017-06-28 17:53:03.547000-05:00,2017-06-28 17:53:20.147000-05:00,c
2017-06-28 17:54:11.747000-05:00,2017-06-28 17:54:35.547000-05:00,c
2017-06-28 17:55:47.147000-05:00,2017-06-28 17:56:24.747000-05:00,c
2017-06-28 17:57:38.747000-05:00,2017-06-28 17:58:30.705000-05:00,c
2017-06-29 16:37:10.135700-05:00,2017-06-29 16:37:26.435000-05:00,c
2017-06-29 16:37:37.635000-05:00,2017-06-29 16:45:21.411000-05:00,c
2017-06-29 16:51:45.035000-05:00,2017-06-29 16:53:32.400000-05:00,c
2017-06-29 16:54:36-05:00,2017-06-29 17:00:58.087700-05:00,c
2017-06-29 17:01:54.400000-05:00,2017-06-29 17:02:00.200000-05:00,c
2017-06-30 21:13:51.208200-05:00,2017-06-30 21:13:55.598000-05:00,c
2017-06-30 21:14:01.398000-05:00,2017-06-30 21:14:11.598000-05:00,c
2017-06-30 21:14:21.398000-05:00,2017-06-30 21:15:00.598000-05:00,c
2017-06-30 21:15:12.998000-05:00,2017-06-30 21:15:38.198000-05:00,c
2017-06-30 21:16:10.998000-05:00,2017-06-30 21:16:44.598000-05:00,c
2017-06-30 21:17:27.198000-05:00,2017-06-30 21:17:46.998000-05:00,c
2017-06-30 21:18:08.398000-05:00,2017-06-30 21:18:31.798000-05:00,c
2017-06-30 21:19:10.198000-05:00,2017-06-30 21:19:50.398000-05:00,c
2017-06-30 21:20:24.798000-05:00,2017-06-30 21:21:00.342200-05:00,c
2017-07-01 02:16:14.923700-05:00,2017-07-01 02:17:42.615700-05:00,c
2017-07-01 02:17:48.567700-05:00,2017-07-01 02:20:48.600000-05:00,c
2017-07-01 02:21:22.400000-05:00,2017-07-01 02:21:36.906000-05:00,c
2017-07-01 02:21:44.949300-05:00,2017-07-01 02:22:02.200000-05:00,c
2017-07-01 02:22:41.864800-05:00,2017-07-01 02:24:09.800000-05:00,c
2017-07-01 02:24:30.400000-05:00,2017-07-01 02:25:48.346700-05:00,c
2017-07-01 22:40:39.055800-05:00,2017-07-01 22:42:06.800000-05:00,c
2017-07-01 22:42:29.501600-05:00,2017-07-01 22:43:20.400000-05:00,c
2017-07-01 22:43:30.600000-05:00,2017-07-01 22:44:12.400000-05:00,c
2017-07-01 22:44:34.200000-05:00,2017-07-01 22:46:12.800000-05:00,c
2017-07-01 22:46:37.600000-05:00,2017-07-01 22:48:12.400000-05:00,c
2017-07-01 22:48:32.391100-05:00,2017-07-01 22:49:25.600000-05:00,c
