start,end,label
2017-08-24 20:46:25.613400-05:00,2017-08-24 20:46:41.600000-05:00,c
2017-08-24 20:46:53.600000-05:00,2017-08-24 20:46:56.800000-05:00,c
2017-08-24 20:47:24.400000-05:00,2017-08-24 20:47:52.200000-05:00,c
2017-08-24 20:47:57.200000-05:00,2017-08-24 20:48:48.600000-05:00,c
2017-08-24 20:49:06-05:00,2017-08-24 20:49:54.600000-05:00,c
2017-08-24 20:50:02.756100-05:00,2017-08-24 20:51:12.200000-05:00,c
2017-08-24 20:51:23-05:00,2017-08-24 20:52:09-05:00,c
2017-08-24 20:52:16.700000-05:00,2017-08-24 20:52:44.100000-05:00,c
2017-08-24 20:52:58.400000-05:00,2017-08-24 20:53:13.800000-05:00,c
2017-08-24 20:53:23.800000-05:00,2017-08-24 20:54:14.600000-05:00,c
2017-08-24 20:54:43-05:00,2017-08-24 20:56:36.400000-05:00,c
2017-08-24 20:56:59.600000-05:00,2017-08-24 20:59:45.200000-05:00,c
2017-08-26 08:44:37.836400-05:00,2017-08-26 08:44:45.200000-05:00,c
2017-08-26 08:45:00.400000-05:00,2017-08-26 08:45:33.600000-05:00,c
2017-08-26 08:45:52.800000-05:00,2017-08-26 08:46:03.800000-05:00,c
2017-08-26 08:46:25.200000-05:00,2017-08-26 08:46:30.600000-05:00,c
2017-08-26 08:46:35.200000-05:00,2017-08-26 08:47:38.600000-05:00,c
2017-08-26 08:55:20.365900-05:00,2017-08-26 08:55:48.300000-05:00,c
2017-08-26 08:56:38.700000-05:00,2017-08-26 08:57:05.500000-05:00,c
2017-08-26 08:57:09.300000-05:00,2017-08-26 08:57:37.064200-05:00,c
2017-08-26 08:57:46.500000-05:00,2017-08-26 08:58:02.300000-05:00,c
2017-08-26 08:58:23.100000-05:00,2017-08-26 08:58:45.300000-05:00,c
2017-08-26 08:58:52.300000-05:00,2017-08-26 08:59:28.300000-05:00,c
2017-08-26 09:00:24.338300-05:00,2017-08-26 09:00:32.500000-05:00,c
2017-08-26 09:02:20.700000-05:00,2017-08-26 09:03:19.305400-05:00,c
2017-08-26 17:07:39.045400-05:00,2017-08-26 17:08:57.600000-05:00,c
2017-08-26 17:09:03.600000-05:00,2017-08-26 17:10:21.600000-05:00,c
2017-08-26 17:10:29.400000-05:00,2017-08-26 17:10:36.600000-05:00,c
2017-08-26 17:10:44.400000-05:00,2017-08-26 17:11:40.600000-05:00,c
2017-08-27 08:56:48.106900-05:00,2017-08-27 08:57:43-05:00,c
2017-08-27 08:57:54.200000-05:00,2017-08-27 08:58:51.200000-05:00,c
2017-08-27 08:58:57.600000-05:00,2017-08-27 08:59:41.400000-05:00,c
2017-08-27 09:00:00.200000-05:00,2017-08-27 09:00:12.400000-05:00,c
2017-08-27 09:00:24.400000-05:00,2017-08-27 09:00:58.793000-05:00,c
2017-08-27 09:01:09.800000-05:00,2017-08-27 09:01:34.800000-05:00,c
2017-08-27 09:02:12.800000-05:00,2017-08-27 09:05:07.949300-05:00,c
2017-08-27 12:29:13.400000-05:00,2017-08-27 12:29:41.015200-05:00,c
2017-08-27 12:29:55.600000-05:00,2017-08-27 12:31:51.397200-05:00,c
2017-08-27 12:32:10.800000-05:00,2017-08-27 12:35:40.912800-05:00,c
2017-08-27 12:38:11.600000-05:00,2017-08-27 12:38:56.200000-05:00,c
2017-08-28 10:01:06.600000-05:00,2017-08-28 10:01:30.200000-05:00,c
2017-08-28 10:03:21.653100-05:00,2017-08-28 10:03:56.200000-05:00,c
2017-08-28 12:04:35-05:00,2017-08-28 12:04:52-05:00,c
2017-08-28 12:05:00.800000-05:00,2017-08-28 12:06:08.452800-05:00,c
2017-08-28 12:06:19.800500-05:00,2017-08-28 12:07:20.600000-05:00,c
2017-08-28 12:08:07.454300-05:00,2017-08-28 12:09:05.028400-05:00,c
2017-08-28 12:10:48.302400-05:00,2017-08-28 12:11:26.800000-05:00,c
2017-08-28 12:12:23.600000-05:00,2017-08-28 12:14:24.259300-05:00,c
2017-08-28 12:14:44.600000-05:00,2017-08-28 12:15:11.322100-05:00,c
2017-08-28 12:15:17.400000-05:00,2017-08-28 12:16:07.800000-05:00,c
2017-08-28 12:19:18.859600-05:00,2017-08-28 12:19:43.600000-05:00,c
2017-08-28 12:19:50-05:00,2017-08-28 12:20:40.331900-05:00,c
2017-08-28 14:45:36-05:00,2017-08-28 14:46:03-05:00,c
2017-08-28 14:46:28-05:00,2017-08-28 14:46:50.400000-05:00,c
2017-08-28 14:46:57.600000-05:00,2017-08-28 14:47:25-05:00,c
2017-08-28 14:48:01-05:00,2017-08-28 14:48:21.600000-05:00,c
2017-08-28 14:48:41-05:00,2017-08-28 14:51:51.200000-05:00,c
2017-08-28 14:52:23.600000-05:00,2017-08-28 14:53:24.200000-05:00,c
2017-08-29 11:13:57.640100-05:00,2017-08-29 11:14:26-05:00,c
2017-08-29 11:14:36.200000-05:00,2017-08-29 11:15:54.600000-05:00,c
2017-08-29 11:18:07.200000-05:00,2017-08-29 11:18:42.400000-05:00,c
2017-08-29 11:19:09.400000-05:00,2017-08-29 11:19:52.200000-05:00,c
2017-08-29 11:20:00.200000-05:00,2017-08-29 11:20:39-05:00,c
2017-08-29 11:20:46.800000-05:00,2017-08-29 11:22:03.331500-05:00,c
2017-08-29 11:22:34.400000-05:00,2017-08-29 11:23:46.800000-05:00,c
2017-08-29 11:25:27.800000-05:00,2017-08-29 11:26:10-05:00,c
2017-08-29 11:27:25-05:00,2017-08-29 11:27:35.600000-05:00,c
2017-08-29 11:28:58.600000-05:00,2017-08-29 11:31:51.200000-05:00,c
2017-08-29 11:32:30.800000-05:00,2017-08-29 11:33:51.200000-05:00,c
2017-08-29 11:35:37.600000-05:00,2017-08-29 11:36:11.400000-05:00,c
