start,end,label
2017-06-24 12:28:55.400000-05:00,2017-06-24 12:29:48.467100-05:00,c
2017-06-24 20:42:37.015100-05:00,2017-06-24 20:43:17-05:00,c
2017-06-24 20:43:26.200000-05:00,2017-06-24 20:44:12.400000-05:00,c
2017-06-24 20:44:47.400000-05:00,2017-06-24 20:45:53.200000-05:00,c
2017-06-24 20:47:55.400000-05:00,2017-06-24 20:48:20-05:00,c
2017-06-24 20:48:34-05:00,2017-06-24 20:48:42.600000-05:00,c
2017-06-24 20:49:20.200000-05:00,2017-06-24 20:49:31.800000-05:00,c
2017-06-24 20:49:47-05:00,2017-06-24 20:49:51.400000-05:00,c
2017-06-24 20:49:55.800000-05:00,2017-06-24 20:50:09.200000-05:00,c
2017-06-24 20:50:29-05:00,2017-06-24 20:50:50-05:00,c
2017-06-24 20:51:17-05:00,2017-06-24 20:51:34.400000-05:00,c
2017-06-26 11:45:14.600000-05:00,2017-06-26 11:45:19.800000-05:00,c
2017-06-26 11:45:30.400000-05:00,2017-06-26 11:45:45.400000-05:00,c
2017-06-26 11:45:53.800000-05:00,2017-06-26 11:46:01.600000-05:00,c
2017-06-26 11:46:07.400000-05:00,2017-06-26 11:46:15-05:00,c
2017-06-26 11:46:23.200000-05:00,2017-06-26 11:46:43.400000-05:00,c
2017-06-26 11:46:58.200000-05:00,2017-06-26 11:47:05.400000-05:00,c
2017-06-26 11:47:29.400000-05:00,2017-06-26 11:47:47-05:00,c
2017-06-26 16:57:12-05:00,2017-06-26 16:57:22.600000-05:00,c
2017-06-26 16:57:48.200000-05:00,2017-06-26 16:58:12.957600-05:00,c
2017-06-26 16:58:22.502600-05:00,2017-06-26 16:58:47.757000-05:00,c
2017-06-26 17:00:06.600000-05:00,2017-06-26 17:00:24-05:00,c
2017-06-26 17:00:33.800000-05:00,2017-06-26 17:00:44.962300-05:00,c
2017-06-26 17:00:50.400000-05:00,2017-06-26 17:01:10.400100-05:00,c
2017-06-26 17:01:42.310300-05:00,2017-06-26 17:02:02.800000-05:00,c
2017-06-26 17:02:39.200000-05:00,2017-06-26 17:02:47-05:00,c
2017-06-26 17:02:52-05:00,2017-06-26 17:04:07.200000-05:00,c
2017-06-26 17:04:27-05:00,2017-06-26 17:04:52.800000-05:00,c
2017-06-26 17:05:09-05:00,2017-06-26 17:06:11-05:00,c
2017-06-26 17:06:57.400000-05:00,2017-06-26 17:08:31.847000-05:00,c
2017-06-26 17:08:49.400000-05:00,2017-06-26 17:09:00.004100-05:00,c
2017-07-02 16:56:57.182500-05:00,2017-07-02 16:58:46-05:00,c
2017-07-02 16:59:15-05:00,2017-07-02 16:59:37.400000-05:00,c
2017-07-02 17:00:02.200000-05:00,2017-07-02 17:02:01.600000-05:00,c
2017-07-02 17:02:17-05:00,2017-07-02 17:03:19-05:00,c
2017-07-02 21:02:43.094400-05:00,2017-07-02 21:03:33.200000-05:00,c
2017-07-02 21:06:17.800000-05:00,2017-07-02 21:08:09.200000-05:00,c
2017-07-02 21:08:33.800000-05:00,2017-07-02 21:08:52.400000-05:00,c
2017-07-02 21:09:10.325400-05:00,2017-07-02 21:09:16.800000-05:00,c
2017-07-02 21:09:27.800000-05:00,2017-07-02 21:10:44.763500-05:00,c
2017-07-02 21:11:08.200000-05:00,2017-07-02 21:11:58.400000-05:00,c
2017-07-02 21:12:13-05:00,2017-07-02 21:12:20.200000-05:00,c
2017-07-02 21:13:03.200000-05:00,2017-07-02 21:13:12-05:00,c
2017-07-02 21:13:25.200000-05:00,2017-07-02 21:14:49.600000-05:00,c
2017-07-03 22:09:00.720400-05:00,2017-07-03 22:10:04.400000-05:00,c
2017-07-03 22:10:25.600000-05:00,2017-07-03 22:11:07-05:00,c
2017-07-03 22:11:18-05:00,2017-07-03 22:12:48.200000-05:00,c
2017-07-03 22:13:08-05:00,2017-07-03 22:13:15.600000-05:00,c
2017-07-03 22:13:22-05:00,2017-07-03 22:13:34.400000-05:00,c
2017-07-03 22:13:55-05:00,2017-07-03 22:14:33-05:00,c
2017-07-03 22:14:50.400000-05:00,2017-07-03 22:14:58.800000-05:00,c
2017-07-03 22:15:08.800000-05:00,2017-07-03 22:15:22.600000-05:00,c
2017-07-03 22:15:29.400000-05:00,2017-07-03 22:16:08.600000-05:00,c
2017-07-03 22:17:05.200000-05:00,2017-07-03 22:18:57.443000-05:00,c
